"student_outcome","gender","course","nationality","avg_age_at_enrollment","avg_1st_sem_grade","avg_2nd_sem_grade","avg_units_approved_1st_sem","avg_units_approved_2nd_sem"
"Dropout","male","Informatics Engineering","Portuguese","25.2941176470588235","6.861285968941176","6.690686274352943","1.6705882352941176","1.4352941176470588"
"Dropout","male","Management","Portuguese","25.1282051282051282","6.763513836666666","5.6333213082051286","2.0384615384615385","1.5769230769230769"
"Dropout","female","Social Service","Portuguese","23.4418604651162791","6.700055370697675","5.7800664451162795","2.4651162790697674","1.4883720930232558"
"Dropout","male","Tourism","Portuguese","24.3636363636363636","6.685551947954545","5.52916666659091","2.0454545454545455","1.2500000000000000"
"Dropout","male","Biofuel Production Technologies","Portuguese","31.5000000000000000","6.671717171666667","7.625","4.8333333333333333","3.0000000000000000"
"Dropout","male","Management (evening attendance)","Portuguese","34.1829268292682927","6.395799457926831","6.1681686197560985","2.3170731707317073","1.7682926829268293"
"Dropout","female","Management (evening attendance)","Portuguese","31.5471698113207547","6.211825805094339","6.214170001886792","2.7169811320754717","2.5094339622641509"
"Dropout","female","Equiniculture","3","28.5000000000000000","5.833333335","6","1.5000000000000000","1.5000000000000000"
"Dropout","male","Social Service (evening attendance)","Portuguese","36.7647058823529412","5.366246498235294","2.0546218488235293","1.7647058823529412","0.76470588235294117647"
"Dropout","female","Agronomy","Portuguese","31.6875000000000000","5.316666666875","4.44791666625","1.6250000000000000","1.3750000000000000"
"Dropout","female","Informatics Engineering","Portuguese","29.1666666666666667","1.9583333333333333","2.0277777783333333","1.3333333333333333","1.00000000000000000000"
"Dropout","female","Animation and Multimedia Design","Portuguese","20.5714285714285714","1.0702380951428572","1.040779220857143","0.68571428571428571429","0.62857142857142857143"
"Dropout","male","Animation and Multimedia Design","Portuguese","21.7209302325581395","0.5371488974418605","0.5465116279069767","0.53488372093023255814","0.44186046511627906977"
"Dropout","female","Oral Hygiene","3","54.0000000000000000","0","0","0.00000000000000000000","0.00000000000000000000"
"Dropout","female","Management","Brazilian","19.0000000000000000","0","0","0.00000000000000000000","0.00000000000000000000"
"Dropout","male","Animation and Multimedia Design","Brazilian","23.5000000000000000","0","0","0.00000000000000000000","0.00000000000000000000"
"Dropout","male","Equiniculture","3","35.0000000000000000","0","0","0.00000000000000000000","0.00000000000000000000"
"Dropout","female","Advertising and Marketing Management","Brazilian","30.0000000000000000","0","0","0.00000000000000000000","0.00000000000000000000"
"Dropout","female","Nursing","Moldova (Republic of)","39.0000000000000000","0","0","0.00000000000000000000","0.00000000000000000000"
"Dropout","male","Informatics Engineering","Brazilian","21.0000000000000000","0","0","0.00000000000000000000","0.00000000000000000000"
"Dropout","male","Animation and Multimedia Design","Mexican","25.0000000000000000","0","0","0.00000000000000000000","0.00000000000000000000"
"Dropout","female","Animation and Multimedia Design","Brazilian","18.0000000000000000","0","0","0.00000000000000000000","0.00000000000000000000"
"Dropout","male","Management","Cape Verdean","25.0000000000000000","0","0","0.00000000000000000000","0.00000000000000000000"
"Enrolled","male","Animation and Multimedia Design","Santomean","21.0000000000000000","15.08333333","13.08333333","12.0000000000000000","11.0000000000000000"
"Enrolled","female","Equiniculture","Brazilian","19.0000000000000000","14.85714286","15.14285714","5.0000000000000000","5.0000000000000000"
"Enrolled","female","Biofuel Production Technologies","Portuguese","26.0000000000000000","14.75","13.8","7.0000000000000000","5.0000000000000000"
"Enrolled","male","Informatics Engineering","Romanian","20.0000000000000000","14.25","10","4.0000000000000000","1.00000000000000000000"
"Enrolled","male","Informatics Engineering","Santomean","19.0000000000000000","14","13.25","5.0000000000000000","3.0000000000000000"
"Enrolled","female","Veterinary Nursing","3","21.0000000000000000","13.757142855000001","12.35","5.5000000000000000","4.0000000000000000"
"Enrolled","male","Agronomy","3","24.0000000000000000","13.57142857","13.4","7.0000000000000000","5.0000000000000000"
"Enrolled","female","Informatics Engineering","Turkish","19.0000000000000000","13.5","11","2.0000000000000000","2.0000000000000000"
"Enrolled","female","Nursing","Brazilian","21.0000000000000000","13.25","13.82","4.0000000000000000","5.0000000000000000"
"Enrolled","female","Equiniculture","3","21.0000000000000000","13.2","12.5","5.0000000000000000","2.0000000000000000"
"Enrolled","male","Informatics Engineering","Brazilian","24.0000000000000000","13.14285714","11.83333333","7.0000000000000000","6.0000000000000000"
"Enrolled","male","Biofuel Production Technologies","Brazilian","20.0000000000000000","12.85714286","12.75","7.0000000000000000","4.0000000000000000"
"Enrolled","female","Tourism","Cape Verdean","18.0000000000000000","12.6","11.8","5.0000000000000000","5.0000000000000000"
"Enrolled","female","Equiniculture","Portuguese","19.7500000000000000","12.597222221666668","12.538888889166666","4.0833333333333333","3.9166666666666667"
"Enrolled","female","Advertising and Marketing Management","Portuguese","20.1923076923076923","12.591071429230768","12.790018314999998","4.4615384615384615","4.2692307692307692"
"Enrolled","female","Basic Education","Portuguese","19.5744680851063830","12.500557244255319","11.963601823617022","4.9787234042553191","4.8510638297872340"
"Enrolled","female","Oral Hygiene","Russian","28.0000000000000000","12.42857143","12.3","7.0000000000000000","8.0000000000000000"
"Enrolled","female","Nursing","Portuguese","22.1369863013698630","12.376492878767118","12.200212753424653","5.4383561643835616","5.8356164383561644"
"Enrolled","male","Basic Education","Portuguese","26.6666666666666667","12.333333333333334","12.433333333333332","5.3333333333333333","5.6666666666666667"
"Enrolled","male","Management","Santomean","21.0000000000000000","12.33333333","11.25","3.0000000000000000","4.0000000000000000"
"Enrolled","female","Nursing","3","19.0000000000000000","12.32","11.9","5.0000000000000000","5.0000000000000000"
"Enrolled","female","Veterinary Nursing","Portuguese","21.1562500000000000","12.267869543906249","12.1658482140625","4.2968750000000000","3.7656250000000000"
"Enrolled","male","Social Service (evening attendance)","Portuguese","37.4000000000000000","12.224871794","11.596969697999999","7.4000000000000000","6.6000000000000000"
"Enrolled","male","Nursing","Portuguese","22.9583333333333333","12.196851190833334","11.626914021666666","5.3333333333333333","5.3333333333333333"
"Enrolled","female","Journalism and Communication","Portuguese","20.0000000000000000","12.175623583333335","11.765873015714284","4.5714285714285714","4.2857142857142857"
"Enrolled","male","Equiniculture","Portuguese","22.7142857142857143","12.083333332857142","12.485714285714286","3.5714285714285714","3.0000000000000000"
"Enrolled","female","Communication Design","Portuguese","19.8260869565217391","12.005210489565217","11.530486541739128","5.1304347826086957","5.0000000000000000"
"Enrolled","female","Social Service (evening attendance)","Portuguese","35.4000000000000000","11.952777778000002","11.20968254","6.0000000000000000","4.8000000000000000"
"Enrolled","male","Advertising and Marketing Management","Portuguese","19.8636363636363636","11.909090909090908","11.606709956363634","4.4545454545454545","4.0000000000000000"
"Enrolled","male","Tourism","Portuguese","21.4583333333333333","11.78903769916667","11.732638889166667","5.1666666666666667","3.7916666666666667"
"Enrolled","female","Tourism","Portuguese","19.7500000000000000","11.718749999375","12.06354166625","4.6875000000000000","4.0625000000000000"
"Enrolled","male","Journalism and Communication","Portuguese","21.7692307692307692","11.713003663846155","11.891208791538462","4.2307692307692308","4.3076923076923077"
"Enrolled","male","Communication Design","Portuguese","21.8421052631578947","11.64655388526316","10.553132831578946","4.7894736842105263","3.7368421052631579"
"Enrolled","male","Biofuel Production Technologies","Portuguese","25.0000000000000000","11.6","13","5.0000000000000000","2.0000000000000000"
"Enrolled","female","Nursing","Cuban","18.0000000000000000","11.575","12.42","4.0000000000000000","5.0000000000000000"
"Enrolled","male","Oral Hygiene","Portuguese","22.6666666666666667","11.49047619","12.313492063333333","5.3333333333333333","5.0000000000000000"
"Enrolled","male","Social Service","Portuguese","23.3333333333333333","11.333333333333334","10.777777776666667","5.0000000000000000","2.3333333333333333"
"Enrolled","female","Social Service (evening attendance)","Moldova (Republic of)","25.0000000000000000","11.33333333","11.75","6.0000000000000000","4.0000000000000000"
"Enrolled","female","Management","Portuguese","22.7419354838709677","11.160112647096776","11.26321044580645","3.6451612903225806","3.4354838709677419"
"Enrolled","male","Management (evening attendance)","Portuguese","33.1250000000000000","11.107142856874999","11.931597221874998","3.6250000000000000","4.0625000000000000"
"Enrolled","male","Management","Angolan","40.0000000000000000","11","10","1.00000000000000000000","1.00000000000000000000"
"Enrolled","female","Management (evening attendance)","Portuguese","30.4864864864864865","10.775289575945946","11.108167095135135","4.2162162162162162","4.7567567567567568"
"Enrolled","male","Agronomy","Portuguese","22.9230769230769231","10.717163392692306","10.064464701538462","4.7307692307692308","4.2692307692307692"
"Enrolled","female","Social Service","Portuguese","20.8461538461538462","10.557495068717948","10.630111768717947","3.9230769230769231","3.6666666666666667"
"Enrolled","female","Management (evening attendance)","Brazilian","31.0000000000000000","10.5","10.5","4.0000000000000000","4.0000000000000000"
"Enrolled","female","Management","Brazilian","24.0000000000000000","10.5","10","2.0000000000000000","4.0000000000000000"
"Enrolled","male","Management","Portuguese","20.4761904761904762","10.464285714285715","11.001587301190478","3.4761904761904762","3.1190476190476190"
"Enrolled","male","Informatics Engineering","Portuguese","21.1833333333333333","10.289325396833332","11.0649314575","3.0666666666666667","2.6833333333333333"
"Enrolled","female","Agronomy","Portuguese","29.6000000000000000","10.100833332999999","10.215","4.0000000000000000","3.7000000000000000"
"Enrolled","male","Veterinary Nursing","Portuguese","20.4444444444444444","10.06111111111111","9.755555556666666","3.3333333333333333","2.8888888888888889"
"Enrolled","male","Management","Mozambican","23.0000000000000000","10","0","1.00000000000000000000","0.00000000000000000000"
"Enrolled","female","Oral Hygiene","Portuguese","22.6363636363636364","9.72703823909091","11.415800865454546","4.9090909090909091","5.6363636363636364"
"Enrolled","male","Animation and Multimedia Design","Portuguese","19.6190476190476190","3.463458763333333","3.327705627619048","2.9523809523809524","2.4761904761904762"
"Enrolled","female","Animation and Multimedia Design","Portuguese","19.0000000000000000","1.6494949493333333","1.6537037040000002","1.5333333333333333","1.3333333333333333"
"Enrolled","female","Oral Hygiene","Santomean","19.5000000000000000","0","11.66666667","0.00000000000000000000","2.0000000000000000"
"Graduate","female","Equiniculture","Brazilian","20.0000000000000000","16.16666667","15.83333333","5.0000000000000000","5.0000000000000000"
"Graduate","female","Veterinary Nursing","English","19.0000000000000000","16","14.5","6.0000000000000000","6.0000000000000000"
"Graduate","female","Veterinary Nursing","Dutch","19.0000000000000000","15.4","16","5.0000000000000000","5.0000000000000000"
"Graduate","male","Informatics Engineering","Italian","20.0000000000000000","14.8","17.6","5.0000000000000000","5.0000000000000000"
"Graduate","female","Nursing","3","18.0000000000000000","14.71666667","14.71666667","6.0000000000000000","6.0000000000000000"
"Graduate","female","Advertising and Marketing Management","Brazilian","21.0000000000000000","14.66666667","14","7.0000000000000000","6.0000000000000000"
"Graduate","female","Basic Education","Brazilian","23.0000000000000000","14.625","14.88888889","16.0000000000000000","9.0000000000000000"
"Graduate","male","Communication Design","Mexican","21.0000000000000000","14.6","14.2","5.0000000000000000","5.0000000000000000"
"Graduate","female","Veterinary Nursing","Cape Verdean","18.0000000000000000","14.25","13.166666665000001","6.0000000000000000","5.5000000000000000"
"Graduate","male","Basic Education","Portuguese","38.5000000000000000","14.23809524","13.85526316","11.0000000000000000","11.5000000000000000"
"Graduate","female","Nursing","Guinean","20.0000000000000000","14.2","14.2","8.0000000000000000","8.0000000000000000"
"Graduate","female","Communication Design","Brazilian","19.0000000000000000","14.16666667","13.5","6.0000000000000000","6.0000000000000000"
"Graduate","female","Veterinary Nursing","Portuguese","19.9862068965517241","13.923747937999996","13.361540987862064","5.5448275862068966","5.3724137931034483"
"Graduate","female","Social Service","Romanian","21.0000000000000000","13.875","14.14285714","6.0000000000000000","6.0000000000000000"
"Graduate","male","Tourism","German","18.0000000000000000","13.66666667","13.5","6.0000000000000000","6.0000000000000000"
"Graduate","male","Management","Ukranian","20.0000000000000000","13.6","13","5.0000000000000000","5.0000000000000000"
"Graduate","female","Nursing","Portuguese","19.5065502183406114","13.522429081179034","13.70929857089518","7.0349344978165939","7.4301310043668122"
"Graduate","female","Tourism","Guinean","19.0000000000000000","13.5","14.33333333","6.0000000000000000","6.0000000000000000"
"Graduate","male","Journalism and Communication","Italian","18.0000000000000000","13.5","13","6.0000000000000000","6.0000000000000000"
"Graduate","female","Advertising and Marketing Management","Santomean","20.0000000000000000","13.5","13","6.0000000000000000","5.0000000000000000"
"Graduate","female","Agronomy","Portuguese","28.4705882352941176","13.445047792941178","13.261440520000003","9.3235294117647059","8.1764705882352941"
"Graduate","female","Management (evening attendance)","Brazilian","37.0000000000000000","13.42857143","11.6","7.0000000000000000","10.0000000000000000"
"Graduate","male","Agronomy","Portuguese","26.0000000000000000","13.416188165471699","13.069709588113211","8.4150943396226415","7.4905660377358491"
"Graduate","male","Nursing","Portuguese","20.8295454545454545","13.392408184999994","13.376065148636355","7.1704545454545455","7.4772727272727273"
"Graduate","male","Informatics Engineering","Portuguese","20.1538461538461538","13.39230769230769","14.265750915384615","4.4615384615384615","4.7692307692307692"
"Graduate","female","Journalism and Communication","German","18.0000000000000000","13.33333333","14.16666667","6.0000000000000000","6.0000000000000000"
"Graduate","female","Veterinary Nursing","3","20.0000000000000000","13.33333333","13.375","6.0000000000000000","5.0000000000000000"
"Graduate","female","Social Service (evening attendance)","Cape Verdean","25.0000000000000000","13.33333333","12.27272727","15.0000000000000000","11.0000000000000000"
"Graduate","male","Equiniculture","Portuguese","24.2666666666666667","13.327301588","13.521587302000002","4.9333333333333333","5.2666666666666667"
"Graduate","male","Communication Design","Portuguese","21.2978723404255319","13.312590955531915","12.838927621702128","6.6808510638297872","6.5531914893617021"
"Graduate","female","Basic Education","Portuguese","20.8148148148148148","13.24664903018519","13.110815232962963","6.7037037037037037","6.5925925925925926"
"Graduate","female","Communication Design","Portuguese","19.8571428571428571","13.211101002380955","12.9992720575","6.3452380952380952","6.3809523809523810"
"Graduate","male","Journalism and Communication","Portuguese","21.2500000000000000","13.203650793499994","13.278432540000003","5.7000000000000000","5.4833333333333333"
"Graduate","male","Advertising and Marketing Management","Portuguese","20.8000000000000000","13.198201058222223","13.247927689777775","5.5555555555555556","5.3333333333333333"
"Graduate","female","Biofuel Production Technologies","Portuguese","26.0000000000000000","13.18181818","11.64285714","20.0000000000000000","14.0000000000000000"
"Graduate","female","Journalism and Communication","Portuguese","19.1520000000000000","13.175104761999998","13.187485714400001","5.8000000000000000","5.8160000000000000"
"Graduate","male","Tourism","Portuguese","24.5161290322580645","13.109673928064518","12.730312340322579","5.9677419354838710","5.6451612903225806"
"Graduate","female","Advertising and Marketing Management","Portuguese","20.7236842105263158","13.027020676578944","13.409064327499998","5.4078947368421053","5.2500000000000000"
"Graduate","female","Journalism and Communication","Santomean","22.0000000000000000","13","13.66666667","6.0000000000000000","6.0000000000000000"
"Graduate","female","Social Service","Santomean","20.0000000000000000","13","13.5","5.0000000000000000","6.0000000000000000"
"Graduate","female","Veterinary Nursing","Brazilian","18.0000000000000000","13","12.25","6.0000000000000000","6.0000000000000000"
"Graduate","male","Management (evening attendance)","Portuguese","34.3684210526315789","12.944664545789475","13.299961442105264","5.8947368421052632","5.8947368421052632"
"Graduate","male","Oral Hygiene","Portuguese","20.7500000000000000","12.916369047499998","13.631994047500001","6.7500000000000000","6.0000000000000000"
"Graduate","female","Social Service","Brazilian","21.0000000000000000","12.904761905","13.333333334999999","6.0000000000000000","6.0000000000000000"
"Graduate","female","Equiniculture","Portuguese","19.0000000000000000","12.79010225846154","13.438644688846157","5.1923076923076923","5.3846153846153846"
"Graduate","male","Social Service (evening attendance)","Portuguese","36.7368421052631579","12.771057159473687","12.90588972526316","8.5789473684210526","7.0000000000000000"
"Graduate","female","Oral Hygiene","Brazilian","20.0000000000000000","12.72857143","14.625","7.0000000000000000","8.0000000000000000"
"Graduate","female","Journalism and Communication","Italian","18.0000000000000000","12.66666667","14.4","6.0000000000000000","5.0000000000000000"
"Graduate","female","Journalism and Communication","Brazilian","33.3333333333333333","12.655555556666668","12.361111110000001","5.6666666666666667","5.0000000000000000"
"Graduate","female","Social Service (evening attendance)","Portuguese","32.5098039215686275","12.625597210294117","12.563462354607843","6.5882352941176471","6.1862745098039216"
"Graduate","male","Veterinary Nursing","Portuguese","22.1578947368421053","12.590768587894736","12.837406015263161","4.7894736842105263","5.0526315789473684"
"Graduate","female","Oral Hygiene","Portuguese","21.4333333333333333","12.579075397666665","13.465565476333333","6.7666666666666667","7.6666666666666667"
"Graduate","female","Tourism","Brazilian","20.6666666666666667","12.563492063333333","11.933333333333332","6.0000000000000000","5.6666666666666667"
"Graduate","male","Veterinary Nursing","Mozambican","28.0000000000000000","12.5","11.42857143","18.0000000000000000","12.0000000000000000"
"Graduate","female","Social Service","Portuguese","20.1396396396396396","12.48628452959459","12.662641050315314","6.0585585585585586","6.0270270270270270"
"Graduate","female","Management","Portuguese","21.4000000000000000","12.396607780999995","12.421423409800003","5.4600000000000000","5.3000000000000000"
"Graduate","female","Management (evening attendance)","Portuguese","31.7948717948717949","12.387992562564104","12.731118880769229","6.3076923076923077","6.1025641025641026"
"Graduate","female","Tourism","Portuguese","21.3717948717948718","12.353948295641024","12.613186599743585","6.1153846153846154","5.4487179487179487"
"Graduate","male","Management","Portuguese","20.8571428571428571","12.276753246857144","12.336260564571429","5.2857142857142857","5.1714285714285714"
"Graduate","female","Journalism and Communication","Cape Verdean","20.6666666666666667","12.166666666666666","12.266666666666666","6.0000000000000000","5.6666666666666667"
"Graduate","female","Veterinary Nursing","Ukranian","18.0000000000000000","12","13","4.0000000000000000","5.0000000000000000"
"Graduate","female","Management","Santomean","19.0000000000000000","12","11.4","4.0000000000000000","5.0000000000000000"
"Graduate","male","Social Service","Portuguese","22.6842105263157895","11.94839181263158","11.900292398421055","6.4210526315789474","6.1578947368421053"
"Graduate","male","Social Service","Santomean","21.5000000000000000","11.916666665000001","12.914285715","5.5000000000000000","5.5000000000000000"
"Graduate","male","Social Service (evening attendance)","3","25.0000000000000000","11.6875","11.14285714","11.0000000000000000","8.0000000000000000"
"Graduate","female","Journalism and Communication","Guinean","22.0000000000000000","11.6","12","5.0000000000000000","6.0000000000000000"
"Graduate","female","Advertising and Marketing Management","Cape Verdean","20.0000000000000000","11.6","11.5","5.0000000000000000","4.0000000000000000"
"Graduate","female","Tourism","Santomean","21.0000000000000000","11.5","13.25","6.0000000000000000","4.0000000000000000"
"Graduate","female","Oral Hygiene","3","32.0000000000000000","11","13.125","7.0000000000000000","8.0000000000000000"
"Graduate","female","Social Service","Guinean","22.0000000000000000","10.88888889","11.25","9.0000000000000000","4.0000000000000000"
"Graduate","male","Advertising and Marketing Management","Cape Verdean","23.0000000000000000","10.5","11.7","6.0000000000000000","10.0000000000000000"
"Graduate","male","Management","Santomean","19.0000000000000000","10.5","11.25","3.0000000000000000","4.0000000000000000"
"Graduate","female","Animation and Multimedia Design","Brazilian","19.0000000000000000","7.625","7.5","6.0000000000000000","5.5000000000000000"
"Graduate","female","Animation and Multimedia Design","Portuguese","19.3333333333333333","3.7145499075555555","3.8929788077777783","3.9111111111111111","3.6444444444444444"
"Graduate","male","Animation and Multimedia Design","Portuguese","20.2291666666666667","1.8644150683333331","1.8737157110416665","1.9375000000000000","1.8541666666666667"
"Graduate","male","Animation and Multimedia Design","Brazilian","20.0000000000000000","0","0","0.00000000000000000000","0.00000000000000000000"
